Judul Video,Akun Komentar,Komentar,Likes,Waktu Komentar;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@febrinaalf8440,""tp dia sama aja g sih, dia jg pernah ngatain kota tempat tinggal ku, surabaya kota ter L"",1,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@syahrezaarriatama7811,.,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Finnn_78,1:04:53,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@mahennidgaf.1945,izinnnn🙏🏻,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Ripandi-l5c,Ga percaya sih gw kalo si bigmo ini masuk politik yg ada makan duit masyarakat kata dia kan dia gila duit sedangkan duit politik lebih besaran duit dari masyarakat di banding gaji duit dia kalo jadi politik,1,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@erischaalfi,""semua nya sakit se emak2 nya, bedanya yg ini masi bs terselamatkan dikit"",1,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@mashudisetiawan3672,""Kenapa yg dibahas ini? Saya tau rasis itu masalah besar, tapi ini ada masalah kemanusiaan di sumatra.... Ini lebih penting dari itu? Masalah sumatra berpotenai besar membongkar raksasa"""" mafia kayu, siapa aja pemainya, siapa yg terlibat, pemerintah ikut main atau enggak. Kalau iya pemerintah daerah aja atau pusat juga, kenapa bersikeras tidak menyatakan bencana nasional, kenapa menolak bantuan asing, kenapa kayu yg jelas"""" dipotong dan diberi nomer dibilang roboh karena longsor dan banjir, kenapa tenda"""" pengungsian ada yg didirikan 2hari sebelum presiden datang,kenapa laporan masalah listrik juga kacau itu sibahlil., kenapa bnpb bilang ini tidak mengerikan, lalu tersurprise waktu kelapangan. kenapa pemerintah merasa tersaingi dengan sipil yg menggalang dana,kenapa bantuan bencana kena pajak,Ini kacaunya dimana pemerintah ini? Komunikasi kacau total."",0,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@agungromi2178,Unsubscribe YouTube bigmo,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Deuboutvar,Najis dikasih panggung mulu,2,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@guntaravid5264,""Bigmo klo lagi kalem bgini, bener2 keren"",10,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@gilangramad6966,Fix keluarga aneh,2,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@agusbintoro8684,Saya tidak mengerti apakah dia mondok dipondok pesantren selama kira-kira 8 tahun betul? Apa dia suka baca Al Qur'an at ibadah sholatnya terjaga? Atau besar biaya mondok jadi biaya hidup ngebos dipondokkah?,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@mxbapa2982,""Halah lu sama aja mo,gw pernh lihat video lo di tiktok bilang semua orang Sunda di hidup gw tuh aneh,licik lah baperan lah dll,ada masalah apa sih lo sama Sunda adek kakak loh kalian"",2,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@kangt17e65,""Gak ada yang bisa ge komenin sih, keren sesi ini. Yg pengen gw tanya receh sih, om ded wajahnya merah abis minum ye? 🤭.."",0,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@oliedowie7865,""maaf mas bim, semoga anda ndak jadi wakil rakyat, aamiin...  mending jadi pengusaha mas"",0,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@liup8346,Apakah pengalihan issue kebun sawit????,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@cavinmuhammad4155,bjirr nyalegg😢😢😢,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@koboymetropolitan5877,Ya abang ade sedarah udah pasti pola pikirnya 11-12... Dia bisa bilang SDM abangnya ga sampe situ ya kudunya ngaca... Ga inget ta pernah ngomong Suroboyo kota ter L😂😂😂,2,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@cephamdi8408,W podcast,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@sofiansdk9485,maaataappp itu L.A bold yaaa om ded🤤,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@sitifatymah4487,Rokok L.A endorse brpa ya ke om ded,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@satriario7557,""Mereka berdua problematik, ya semoga si bigmo bisa ngambil contoh dri kakanya biar lbih jaga atitude, & semoga kalo ada yang ngasih mercy ga masuk Kristen juga😂"",9,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@itilijennews4163,Izinn...bigmo kalo lebih teratur gua yakin dia jadi solo streamer tersukses..,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Meymey-p3k,Hidup kalo condong ke duniaa gini..,3,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Abizar_24,""Klw sama Dedy harus lebih hati"""" klw berbicara, karna pertanyaan dia sedikit jebakan apa lagi klw kita di posisi salah."",0,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@aryhariyadi,Payah masa iya gak gak mau speak up tentang Sumatra??jiahhhh,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@denkiengineer8974,Bayangin orang sukses di indo cuma krna skill streaming . Kontribusi buat dunia apa ya?,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@estumungkas,GK masuk akan kata om ded juga😂,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Ishowcliper,""kenapa video nya delay, suaranya lebih cepet sepersekian detik itu yak, apa hp gua yg rusak ya"",0,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Perjalanankalaitu,""Bahas dong tentang banjir Sumatera, itu yang lebih penting, jangan yang kek gini dikasih panggung"",0,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@anjasamar2957,Nyalek?? udh kebayang deh apa jadi nya,2,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Maggychanchan,""Takut ni orang antek antek CIA, izzziinn 🙏"",0,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@AzisRays,""Dia bilang 2029 pengen jadi caleg,,, takutnya nanti setelah terpilih, dia tidak ada kontribusi buat masyarakat karena omongan dia sebelumnya dia bilang dia itu gila duit,,,,kalian tau lah para pejabat² Konoha ini, gaji mereka dan tunjangan segala macam itu sangat tinggi tapi masih aja ada yg korupsi"",2,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@DeniArga-c2z,Salah satu alasan wajib lapor uang donasi ke Kemensos ya ini KLO ada penyelewengan mereka bisa di tuntut atas laporan netizen,1,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@nandisetiadi1315,""Dengerin si rebob kaya gt, dengerin ade nya sama ajj songong, umur lo berapa sih, lawan bicara lo umur berapa disitu lo g punya adab."",1,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@muhammadadnasalam4144,Ingat duit haram pengaruh ke pribadi anak,1,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@KamalKamal-wf8cb,""Ga ada bedanya lu sama aja kakak adik ini omongannya ga ada yg bener ..";
Kalian dua bersaudara ini udh merendahkan kami sbgai suku Sunda..;
"Dasar bangke lu utk resbob bersaudara"",1,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@lanangdika1869,Om ded arti Devide et Impera apa ya????,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@KANPEKI77,Kritik PRABOWO dongggg....,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@RianGaling97,Bacotnya bagus . Iziin,1,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@dikdikgunawan5536,""Adik kk sama bang ded....jgn percaya,dia ga mau kebawa"""" kk nya...bacot nya sama aja"",1,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@riadianti9267,""Resbob yang bicaranya bagai setan itu kebanyakan mimpi dan berkhayal berkepanjangan serta otaknya bagai katak dalam tempurung tidak pernah dewasa dan tidak pernah bercermin, bahkan sok jagoan sok hebat tapi begitu ditangkap ciut seperti krupuk kena air kencing. Itulah kalau anak dikasih makan duit haram jadi setres berkepanjangan, maka lebih baik Resbob dihukum  seumur hidup karena nanti kalau keluar dari penjara sudah pasti tinggal nama.😂😂😂"",0,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@DinarKoesdinar-t2j,sakit dari bawaan dong si resbob kalau denger cerita dari si bigmo ini... parah parah... karma itu nyata saat ini,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Bangio1,Rapi ya bro ini pakek batik dia😅,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@jehanmaressakinanty4288,Termasuk kelg aneh KK ber adik ini,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@anditaelzirafellicia,Om ded,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@SitimusyarofahPoniman,Dari TT pindah sini😅,1,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@jamesbeem8953,""Terlalu banyak manusia rasis di Indonesia ini sebenarnya, terlalu banyaaaak,cuma kali ini dengan Ter expose si resbon ini semoga semua jadi pelajaran untuk manusia manusia rasis diluar sana,karena apa?";
;
"Karena rasis itu hina bgt,cuma mereka yang rasis gapeduli atau bahkan ga sadar itu hina dan memalukan"",0,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@utuhoberger6885,Menyala bigmo,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@shelinaulia9662,Astagfirullah nyampe begini nih keluarga,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@adesaputri473,Sumatra ga pernah dibahas,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@jambuguava4873,""Kayak udah disetting, si abang ceritanya jadi joker dan si bigmo jadi batmannya😂😂"",1,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@fadeltt5431,CUCI TANGAN DULU BOSSS,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Sahabat313t,Sama aja dia sama resbob ada jejak digital yang menjelekan orang sunda,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@freakklick413,Bocah ini anak nya koruptor otaknya gw udah paham makanya dia mau nyaleg 😂😂,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@anakCute-x1t,11 .12 ama ade nya.takut kebawa2 ni orang,1,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@jaunfredy,""Eloe juga bigmo pengalaman loe pernah dekat  atau kenal dgn orang Sunda ,, gak usah loe bilang orang Sunda bilang licik,, depan kamera tidak ada kata oknum lagi,, loe mestinya klarifikasi Broo.."",2,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@aspanmusaffan3783,p,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@budistreetcub727,""Om ded msih ingat ma veda ega pratama gk, yg pernah datang ditrans7 waktu masih hitam putih. Pembalap lokal indo yg dulu pernah dijanjiin bkal diundang lgi om ded jika udh go internasional, dan sekarang dia udh main di moto3 tahun depan ini. ";
"Btw wkwk project jg udah ngundang mereka dipodcastnya"",1,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@agenjnegarut2528,gua yg introvert liat nih orang sama aja manipulatif mau jadi anggota dewan beh kebayang sih iziiiiinnnn,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@calonmayat-yj5ni,tangkep nih orang jugaaaa,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@albertsuhandy2886,Apa sih,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@SHADOW47ARMY,Bigmo rokok satu batang gak habis habis😁,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@KingVimzz,IZIN,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@musliha9595,Yang bener DM apa wa kata nya di blok semua 🤣🤣🤣🤣🤣,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@anamarhas4852,""Ini ank pinter bgt , banyak hal yg bisa di ambil positifnya, kata2 nya bikin nyentil, yg sadar sadar diri aja ya. Aku sih berasa di pecut. Sehat trs janah. Semoga hidup mu selalu lebih baik di setiap harinya"",0,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@rizkibima1291,Tekotok ada bikin seris cerita gini,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@RidwanRidwan-vd9wj,Saruawae.adi lancek....ngahina aya videosna,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Temangabutmu-w9m,Bigmo ❤,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Pabloescanor,""2045 JANNAH FOR PRESIDEN";
;
"IZINN..."",0,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@wayansarjanetv3509,Berhasil ne pengalihan isu bencana yang sulit menjadi bencana nasional,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@luqmanabdulhakim6525,""satu DNA sama kakanya, ada persamaanya pinter ngemeng kwkwkw, toxic juga menurut ku. calon calon Janji Manis"",1,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@annonymous9329,Kapan niih podcast soal Banjir Sumatera?,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Warno_im,Kaya si mulyono donk suka bohong bilang a tpi z,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@baharudinrobbery9925,iziiiiiiiiiiinnnnn.....,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Siti-l1x,""Saya nggak tau mereka tetapi ada saudara yang podcast ketika saudara lain terkena kasus, menurut saya gimmick, maaf"",1,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Xingxingxiaubobey,Dia ini juga ngehina surabaya kan… tapi untung warga surabaya dan wawalinya masih memaafkan…,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@freakklick413,Anak koruptor,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Malvinasyudha,Podcast masalah keluarga 😂,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@hajjap,""Undang dong narsum alasan banjir wkwk, siapa ye kira2 yg punya lahan sawit hehe😅"",1,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@teguhsetiawan1064,""Pinter ngomong, putar balik omongan.";
"Bahaya org2 spt ini"",4,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@bengkellassamboo,Ni anak pemuja harta.,1,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@linscoffeeproject5943,""Ni sodaranya sama rasisnya, video nya banyak berseliweran"",1,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@msehkal5366,WKWKW KELUARGA PROBLEMATIK,1,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@ted_soekamti243,""Om ded ayo Ngomong SUMATRA, KAYU, & KELAPA SAWIT !!!"",1,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@aribawasugyarto6594,""Bukan rahasia lagi";
Galang dana hasilnya banyak buat penggalangnya dari pada nyampai yg berhak😇😇😇;
"Termasuk orang bodoh kalau ada yg mau ngasih sumbangan penggalang dana di tengah jalan😭😭😭"",1,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Mr.morning.learning,""Pinter bgt om ded, manipulatif nya😂"",1,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@IskandarminoMino,Bener mendingan putus kontak sm orang sprti resmob,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@AkiAkhraz,Bigmo dan abangnya bagai langit dan bumi,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@icki15tya,""Bicara dn gesture mu kaya orang sdg... Emmmm gmn tu, apalagi om ded itu memancing2....."",1,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@caripitih1724,Milih elu 2029? Ngapain milih garangan,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@BaniPepep,Anak koruptor masih saja di kasih panggung,4,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@suissywolthy,sepertinya...sebelas dua belas...😂😂😂,5,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@muhsinrofiq9478,Menepuk air di nampan terpercik muka sendiri. Kok bisa keluarga sendiri di bongkar aibnya. Rispekkk uchiha resbob,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@reyhansyarif3546,sebenernya banyak orang kaya resbob cuman ga viral aja,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@rioriot7206,anak koruptor,1,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@ARdasamukachanel,""Ini adik KK samanya, ini rasis ";
"Se olah paling hebat... Rame"",3,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@tyodawuancwr,""Agak labil. Maaf nih Mo walau katanya ada bukti di stream, gw belum percaya 100%";
"dia ngerokok terus biar tenang kali ye, sampe om Ded nanya """"lu bener gak sih cerita gini"""""",1,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Aldialathar,""Resbob ini contoh nyata perilaku NPD: cari perhatian, merasa lebih, tapi nggak peduli efek ucapannya."",2,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@MuhammadBayu-w2o,Izinnnnnn,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@AutismoArena-y4v,SAMPAH LAGI.....SUU... ASUU...,0,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@GitaPrawirasista,Laki gue bgni sumpah 😭,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@MuhammadRidhoIlahiMR,""Gede ama ini orang, katanya gak serumahh😂"",1,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@sumarsono-533,""sumpah saya ga tau ini orang berdua siapa (BIGMO dan RESBOB), dan bahkan malah ga pernah nonton 1x pun video mereka..";
;
"cuma penasaran kok bisa ini bigmo JELEK2in keluarga sendiri ke SELURUH DUNIA aowkoawkoawk"",1,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@gideonnyosss-g3f,""Apa cuma aku yang ngerasa,Terlalu bullshit ini orang ?";
cara ngomong aja mutar  mutar,dengerin menit 39:57.;
"keluarga toxic kah ?"",1,2025-12-18 00:00:00";
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@MuhammadRidhoIlahiMR,""Keliatan gak jauh beda ama abng nya, belagu, masak manggil om dedi lu, bukan soal sopan atau gak, kesopanan itu bakal keliatan"",1,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@FeriHermawan-c7p2j,Adik & kaka sama ajh gak ada beda nya,3,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@indraFirdaus-o2o,Lumayan bisa bersihin nama wkwkw,1,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@WawanSetiawan-z4t,""kasus receh ..";
bahas dong om ded tentang deforestasi hutan disumatra .;
organisasi islam yg mendukung tambang, pembalakan hutan .;
"undang tuh orang-orang menteri kehutanan dan lingkungan"",4,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@ardusbayy,Mental miskin tapi Pengen NgeBOS ~by BIGMO,1,2025-12-18 00:00:00;
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@kangagung22,Suaranya si bigmo bisa gede gitu ya... sebenernya nih bocah kalo mau jalan lurus2 aja banyak potensi ..bisa buat ngisi suara kartun misalnya,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@MalsDuko,""Males banget liat nih anak adek kaka kelakuannya sama aja, sorry mampir cuma coment doang😅😂"",0,2025-12-18 00:00:00";
RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@heheheh_11,Egiluy udud om ded diabisin,0,2025-12-18 00:00:00;
"RESBOB MAU SIKAT UANG DONASI SUMATERA😡 NIH GUE BONGKAR‼️- BIGMO,@Ell2019.9,""Tipikal manusia yg demen playing victim+cuci tangan kalo ada masalah 😅";
